gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges
female,1,no,13,yes,no,fiber_optic,month-to-month,74.3
female,0,no,54,yes,yes,fiber_optic,one_year,103.95
male,0,no,66,yes,yes,fiber_optic,two_year,96.6
female,0,no,2,yes,no,dsl,month-to-month,55.05
male,0,yes,34,yes,no,fiber_optic,month-to-month,84.05
female,0,no,38,yes,no,fiber_optic,month-to-month,83.9
female,0,no,33,yes,yes,dsl,two_year,25.7
male,0,no,66,yes,yes,fiber_optic,one_year,115.8
female,0,no,15,yes,yes,dsl,month-to-month,64.65
female,0,no,48,yes,yes,dsl,one_year,24.55
female,0,no,54,yes,yes,fiber_optic,one_year,106.55
male,0,no,65,yes,yes,fiber_optic,one_year,93.55
female,0,no,9,yes,no,fiber_optic,month-to-month,85.3
female,0,yes,11,yes,no,dsl,month-to-month,20.1
female,0,no,30,yes,no,dsl,one_year,70.25
female,0,yes,68,yes,yes,dsl,one_year,73.0
male,0,yes,12,yes,no,dsl,month-to-month,20.5
male,0,no,72,yes,yes,fiber_optic,two_year,99.15
female,0,no,46,yes,no,dsl,two_year,54.35
male,0,yes,25,yes,no,fiber_optic,month-to-month,75.5
female,0,yes,55,yes,no,dsl,month-to-month,20.0
female,0,no,45,yes,yes,fiber_optic,one_year,96.75
male,0,yes,36,no,no,dsl,one_year,60.7
male,1,no,32,yes,yes,fiber_optic,month-to-month,81.1
male,1,no,69,yes,yes,fiber_optic,month-to-month,89.95
female,0,yes,4,yes,no,dsl,month-to-month,20.4
male,0,no,9,yes,yes,fiber_optic,month-to-month,81.15
male,0,no,2,yes,yes,dsl,month-to-month,54.4
female,1,no,67,yes,yes,fiber_optic,one_year,105.6
male,1,yes,66,yes,yes,fiber_optic,month-to-month,99.5
male,0,no,57,no,no,dsl,two_year,57.5
female,0,no,13,no,no,dsl,month-to-month,30.85
male,0,yes,37,yes,yes,dsl,two_year,62.8
male,0,no,12,yes,yes,fiber_optic,month-to-month,84.45
male,0,no,56,yes,yes,fiber_optic,month-to-month,105.35
male,0,yes,39,yes,no,dsl,one_year,19.35
female,0,no,11,yes,yes,fiber_optic,month-to-month,75.25
female,0,no,17,yes,yes,dsl,month-to-month,75.4
female,0,no,58,yes,yes,dsl,one_year,71.1
female,0,no,41,yes,no,dsl,two_year,19.85
male,0,yes,17,yes,yes,dsl,one_year,70.35
male,0,yes,49,yes,yes,fiber_optic,one_year,97.95
female,0,yes,72,yes,yes,dsl,two_year,89.8
male,0,yes,37,no,no,dsl,month-to-month,40.2
male,0,no,15,yes,yes,fiber_optic,month-to-month,93.35
female,0,no,22,yes,yes,fiber_optic,month-to-month,90.0
male,0,no,61,yes,yes,dsl,two_year,80.9
male,0,no,3,yes,yes,fiber_optic,month-to-month,74.5
male,0,yes,70,yes,yes,dsl,two_year,79.25
male,0,no,22,yes,yes,fiber_optic,month-to-month,100.75
male,0,no,1,yes,no,dsl,month-to-month,45.05
female,0,no,7,yes,no,fiber_optic,one_year,94.05
female,0,no,58,yes,no,dsl,month-to-month,65.25
female,0,no,2,yes,no,dsl,month-to-month,20.35
male,0,no,8,yes,no,dsl,month-to-month,20.25
male,0,yes,27,yes,yes,dsl,month-to-month,71.6
female,0,no,60,yes,no,dsl,two_year,20.6
female,0,no,72,yes,yes,fiber_optic,two_year,105.5
female,0,yes,17,yes,no,dsl,month-to-month,64.7
female,0,no,34,yes,no,dsl,one_year,64.35
female,1,no,50,yes,yes,fiber_optic,month-to-month,104.95
male,0,no,4,no,no,dsl,month-to-month,29.65
male,0,no,72,yes,yes,dsl,two_year,25.4
female,0,no,1,yes,no,dsl,month-to-month,19.5
female,0,no,15,yes,no,fiber_optic,month-to-month,99.1
female,0,no,41,yes,no,dsl,two_year,20.65
female,0,yes,4,yes,no,dsl,month-to-month,19.95
male,0,no,41,yes,no,fiber_optic,one_year,89.55
male,0,no,12,no,no,dsl,month-to-month,34.0
male,0,no,29,yes,no,dsl,one_year,58.75
male,0,yes,72,yes,yes,dsl,two_year,25.2
female,0,yes,43,yes,yes,fiber_optic,month-to-month,99.3
female,0,no,72,yes,yes,dsl,two_year,24.65
male,0,no,70,yes,yes,dsl,two_year,24.25
male,0,no,51,yes,yes,fiber_optic,month-to-month,83.4
male,0,no,1,yes,no,dsl,month-to-month,19.2
male,0,yes,27,yes,no,dsl,month-to-month,19.15
male,0,yes,42,yes,yes,fiber_optic,one_year,97.1
female,0,no,12,yes,no,dsl,month-to-month,20.4
female,0,no,16,yes,yes,fiber_optic,month-to-month,88.45
male,0,no,4,yes,yes,fiber_optic,month-to-month,74.65
female,1,no,72,yes,yes,fiber_optic,two_year,117.35
male,0,yes,71,yes,yes,dsl,one_year,85.45
male,1,no,14,yes,yes,fiber_optic,month-to-month,74.95
male,0,no,5,yes,no,dsl,month-to-month,20.05
male,1,no,39,yes,yes,fiber_optic,month-to-month,95.65
female,1,no,22,yes,yes,dsl,one_year,25.6
female,1,no,44,yes,no,fiber_optic,one_year,89.15
female,0,yes,55,yes,no,fiber_optic,two_year,69.05
female,1,no,9,yes,no,fiber_optic,month-to-month,80.85
male,0,no,65,yes,yes,dsl,one_year,24.8
male,0,yes,38,yes,yes,fiber_optic,month-to-month,81.85
male,0,yes,2,yes,no,dsl,month-to-month,20.3
male,0,yes,46,yes,no,dsl,one_year,56.9
female,1,no,1,yes,yes,fiber_optic,month-to-month,85.05
female,1,no,6,yes,no,fiber_optic,month-to-month,89.35
male,1,yes,56,yes,no,fiber_optic,one_year,94.8
female,0,no,1,yes,no,dsl,month-to-month,20.35
male,0,no,68,yes,yes,fiber_optic,one_year,108.45
male,0,no,64,yes,yes,fiber_optic,one_year,104.65
male,0,no,28,yes,yes,fiber_optic,one_year,100.2
male,0,no,1,yes,no,dsl,month-to-month,53.95
female,0,no,41,yes,no,dsl,two_year,20.65
female,0,no,3,yes,no,fiber_optic,month-to-month,95.4
male,0,no,26,yes,no,dsl,month-to-month,20.3
male,0,no,71,yes,yes,fiber_optic,two_year,108.55
male,0,yes,29,yes,yes,fiber_optic,one_year,100.55
male,0,yes,63,yes,no,dsl,two_year,19.15
male,0,yes,72,yes,yes,dsl,two_year,64.45
female,0,no,59,yes,no,fiber_optic,two_year,95.8
male,1,no,10,yes,no,fiber_optic,month-to-month,75.3
male,0,no,68,yes,yes,dsl,one_year,76.9
male,0,yes,6,yes,no,dsl,month-to-month,19.85
male,0,no,1,yes,no,dsl,month-to-month,49.8
female,0,no,32,yes,yes,fiber_optic,month-to-month,101.35
female,0,yes,22,yes,no,fiber_optic,month-to-month,83.3
female,0,yes,72,no,no,dsl,two_year,65.2
male,1,no,65,yes,no,fiber_optic,one_year,70.95
female,0,no,41,yes,yes,dsl,one_year,56.3
female,0,no,5,yes,yes,fiber_optic,month-to-month,82.75
female,0,no,41,yes,no,fiber_optic,two_year,98.8
female,0,yes,33,yes,no,dsl,one_year,58.45
male,0,no,54,no,no,dsl,month-to-month,30.4
male,0,no,27,yes,no,dsl,one_year,55.45
male,0,no,4,yes,no,dsl,month-to-month,54.3
male,1,no,32,yes,yes,fiber_optic,month-to-month,74.9
male,0,no,45,yes,yes,fiber_optic,month-to-month,100.85
female,0,no,1,yes,no,fiber_optic,month-to-month,79.35
male,0,no,57,yes,yes,fiber_optic,two_year,90.45
female,0,yes,35,yes,no,dsl,one_year,54.95
male,0,yes,67,yes,yes,fiber_optic,two_year,111.2
male,0,no,55,yes,no,dsl,two_year,58.6
female,0,yes,39,yes,yes,fiber_optic,one_year,89.55
male,0,no,4,yes,no,fiber_optic,month-to-month,88.45
female,0,no,52,yes,yes,fiber_optic,one_year,111.25
male,0,no,1,yes,yes,fiber_optic,month-to-month,84.65
male,1,no,44,yes,yes,fiber_optic,month-to-month,89.2
male,0,no,4,yes,no,dsl,month-to-month,50.05
female,0,yes,53,yes,no,dsl,one_year,19.55
female,0,no,1,yes,no,fiber_optic,month-to-month,69.5
female,1,yes,12,no,no,dsl,month-to-month,29.3
male,0,no,3,yes,no,dsl,month-to-month,60.65
female,0,yes,2,yes,no,dsl,month-to-month,19.6
female,1,no,6,no,no,dsl,month-to-month,44.4
male,0,no,1,no,no,dsl,month-to-month,35.9
female,0,no,72,yes,yes,dsl,two_year,91.35
male,0,yes,30,yes,yes,dsl,month-to-month,54.45
male,0,yes,3,yes,yes,fiber_optic,month-to-month,91.85
male,1,no,5,no,no,dsl,month-to-month,45.4
female,0,no,26,yes,yes,fiber_optic,month-to-month,79.3
male,1,no,6,yes,no,dsl,month-to-month,44.7
male,0,no,3,yes,no,dsl,month-to-month,20.7
female,0,no,71,no,no,dsl,two_year,47.6
female,0,yes,68,no,no,dsl,two_year,60.3
female,0,no,43,yes,no,dsl,two_year,78.8
male,0,no,24,yes,no,fiber_optic,month-to-month,79.85
female,1,yes,68,no,no,dsl,two_year,53.0
female,0,yes,18,yes,yes,dsl,month-to-month,64.8
female,0,no,20,yes,no,fiber_optic,month-to-month,96.55
female,0,yes,7,yes,yes,dsl,month-to-month,48.8
female,1,no,52,yes,yes,fiber_optic,month-to-month,108.1
female,0,no,39,yes,no,fiber_optic,one_year,104.7
male,0,yes,28,no,no,dsl,one_year,60.0
female,0,yes,35,yes,yes,dsl,two_year,24.3
male,0,yes,5,yes,yes,dsl,month-to-month,64.4
female,0,no,14,yes,no,dsl,one_year,51.45
male,0,no,11,yes,no,fiber_optic,month-to-month,84.8
male,0,yes,47,yes,no,dsl,one_year,20.05
female,0,no,64,yes,yes,fiber_optic,two_year,105.4
female,1,no,2,yes,no,fiber_optic,month-to-month,69.6
female,0,no,12,yes,no,dsl,month-to-month,54.2
male,1,no,32,yes,yes,fiber_optic,month-to-month,85.0
male,1,yes,60,yes,yes,fiber_optic,month-to-month,80.95
female,0,yes,52,yes,no,dsl,one_year,19.6
female,0,no,1,yes,no,dsl,month-to-month,19.9
male,0,yes,32,yes,no,fiber_optic,month-to-month,69.75
male,0,no,17,yes,no,dsl,month-to-month,55.5
female,0,no,57,yes,no,dsl,two_year,19.6
female,0,yes,72,yes,yes,fiber_optic,two_year,115.8
male,0,no,1,yes,no,dsl,month-to-month,53.5
male,0,yes,71,yes,yes,dsl,two_year,86.85
male,0,no,3,yes,no,fiber_optic,month-to-month,82.3
female,0,no,21,yes,yes,fiber_optic,month-to-month,86.5
female,1,no,42,yes,yes,fiber_optic,month-to-month,104.75
female,0,no,21,yes,no,fiber_optic,month-to-month,68.65
male,0,no,33,yes,no,dsl,two_year,20.35
male,1,no,49,yes,yes,fiber_optic,month-to-month,90.05
female,0,no,2,yes,yes,fiber_optic,month-to-month,80.6
male,0,yes,7,no,no,dsl,month-to-month,58.85
male,0,no,50,yes,no,dsl,two_year,20.55
male,0,no,18,yes,yes,dsl,month-to-month,69.5
female,0,no,12,yes,yes,fiber_optic,month-to-month,86.55
male,0,no,1,yes,no,fiber_optic,month-to-month,79.25
male,0,no,58,yes,no,dsl,one_year,60.3
female,1,no,61,yes,yes,fiber_optic,one_year,104.4
female,0,yes,63,yes,yes,fiber_optic,month-to-month,100.55
female,0,no,5,yes,no,dsl,one_year,19.55
female,0,no,21,yes,yes,fiber_optic,month-to-month,97.35
male,0,no,1,yes,no,dsl,month-to-month,20.1
male,0,no,1,yes,no,dsl,month-to-month,20.8
female,0,no,11,yes,no,dsl,one_year,64.9
female,0,no,7,yes,yes,fiber_optic,month-to-month,73.85
female,0,yes,39,yes,no,dsl,two_year,19.85
female,0,yes,68,yes,no,dsl,two_year,85.0
male,0,no,4,yes,no,fiber_optic,month-to-month,80.35
male,0,no,71,yes,yes,dsl,two_year,83.2
female,0,no,12,yes,no,dsl,month-to-month,45.05
female,0,no,56,yes,yes,fiber_optic,two_year,103.2
male,1,no,8,yes,no,dsl,month-to-month,60.9
female,1,no,70,yes,yes,fiber_optic,month-to-month,90.85
male,0,no,22,yes,yes,fiber_optic,month-to-month,94.65
male,0,no,51,yes,yes,fiber_optic,month-to-month,94.65
female,0,yes,21,yes,no,fiber_optic,month-to-month,102.8
male,1,no,1,no,no,dsl,month-to-month,25.05
female,0,no,48,yes,yes,dsl,one_year,25.05
female,0,no,30,yes,no,dsl,two_year,19.4
female,0,no,70,yes,yes,dsl,two_year,94.8
female,0,no,1,yes,no,dsl,month-to-month,20.25
female,0,yes,58,yes,no,fiber_optic,month-to-month,91.55
male,0,no,52,yes,no,dsl,one_year,53.75
male,0,no,3,yes,no,fiber_optic,month-to-month,90.7
female,0,no,57,yes,yes,fiber_optic,two_year,112.95
male,0,no,11,yes,no,fiber_optic,month-to-month,72.9
male,0,no,50,no,no,dsl,one_year,35.4
male,0,no,1,yes,no,fiber_optic,month-to-month,76.2
male,1,no,7,yes,yes,fiber_optic,month-to-month,73.75
male,0,yes,25,yes,no,dsl,one_year,19.6
female,0,no,61,yes,yes,dsl,two_year,25.3
male,1,no,5,yes,no,fiber_optic,month-to-month,85.55
female,0,yes,0,no,no,dsl,two_year,52.55
male,1,no,1,yes,no,fiber_optic,month-to-month,69.65
female,0,yes,21,yes,no,dsl,one_year,58.85
female,0,no,38,yes,no,dsl,one_year,20.05
female,1,no,71,yes,no,fiber_optic,two_year,89.45
male,1,no,3,no,no,dsl,month-to-month,36.45
female,0,no,72,yes,yes,dsl,two_year,26.0
male,0,no,68,yes,yes,fiber_optic,month-to-month,107.7
female,0,no,24,yes,yes,fiber_optic,month-to-month,104.15
female,0,no,28,yes,yes,fiber_optic,month-to-month,104.8
male,0,yes,42,yes,no,dsl,two_year,19.35
male,0,no,69,yes,yes,fiber_optic,one_year,104.7
female,0,no,71,no,no,dsl,one_year,66.8
female,0,yes,53,yes,yes,fiber_optic,two_year,104.05
male,0,no,2,yes,yes,fiber_optic,month-to-month,85.65
male,1,no,51,yes,yes,fiber_optic,month-to-month,97.8
female,0,no,35,yes,yes,dsl,one_year,85.95
male,1,no,1,yes,no,dsl,month-to-month,45.1
female,0,no,27,yes,no,fiber_optic,month-to-month,76.1
male,1,yes,7,yes,no,dsl,month-to-month,45.75
female,0,no,67,yes,yes,dsl,two_year,25.6
female,0,no,60,no,no,dsl,two_year,37.7
male,0,no,64,yes,yes,dsl,one_year,66.15
female,0,no,1,yes,no,dsl,month-to-month,19.9
female,0,no,62,yes,yes,dsl,two_year,23.65
female,0,no,11,yes,yes,fiber_optic,month-to-month,96.2
male,0,yes,38,yes,yes,fiber_optic,month-to-month,94.65
male,0,yes,72,no,no,dsl,two_year,55.45
male,0,no,69,yes,yes,dsl,two_year,81.5
female,0,no,38,yes,no,dsl,one_year,20.25
male,0,yes,20,yes,no,dsl,month-to-month,49.6
male,0,no,22,yes,no,fiber_optic,month-to-month,94.95
male,0,no,3,no,no,dsl,month-to-month,25.1
female,0,no,6,no,no,dsl,month-to-month,47.95
female,1,no,16,yes,yes,fiber_optic,month-to-month,96.15
male,0,yes,37,no,no,dsl,one_year,40.2
female,0,yes,70,no,no,dsl,one_year,58.4
female,0,no,35,yes,no,fiber_optic,one_year,99.25
female,0,no,71,yes,yes,fiber_optic,two_year,118.65
male,0,no,22,no,no,dsl,one_year,43.75
male,1,no,1,yes,yes,fiber_optic,month-to-month,73.55
male,0,no,21,no,no,dsl,month-to-month,43.55
male,0,no,46,yes,no,dsl,two_year,65.65
male,0,no,3,yes,yes,dsl,month-to-month,50.4
female,0,no,18,yes,no,dsl,one_year,20.1
male,0,yes,70,yes,yes,fiber_optic,two_year,116.55
male,0,no,25,yes,no,fiber_optic,month-to-month,74.3
female,0,yes,13,yes,no,dsl,two_year,20.85
female,0,no,57,yes,yes,fiber_optic,month-to-month,104.5
male,0,yes,1,yes,no,fiber_optic,month-to-month,69.9
female,0,no,6,yes,yes,fiber_optic,month-to-month,79.05
male,0,no,7,yes,no,fiber_optic,month-to-month,69.35
male,0,no,23,yes,no,fiber_optic,one_year,99.95
male,0,no,17,no,no,dsl,month-to-month,25.1
male,0,no,35,yes,yes,fiber_optic,month-to-month,91.5
female,1,no,38,yes,no,dsl,month-to-month,57.15
female,0,no,43,yes,yes,dsl,two_year,86.45
male,0,yes,49,yes,no,dsl,month-to-month,59.6
male,0,no,53,yes,no,dsl,two_year,19.65
female,0,no,70,yes,yes,fiber_optic,one_year,101.75
male,0,yes,72,no,no,dsl,two_year,60.95
female,0,no,70,no,no,dsl,two_year,64.55
male,0,yes,50,yes,no,dsl,one_year,75.5
male,0,yes,39,yes,yes,fiber_optic,one_year,100.0
female,0,yes,26,no,no,dsl,month-to-month,29.8
male,0,no,22,yes,yes,dsl,month-to-month,24.85
male,1,no,13,yes,no,fiber_optic,month-to-month,89.05
male,1,no,68,yes,yes,fiber_optic,month-to-month,80.35
male,1,no,12,yes,yes,fiber_optic,month-to-month,99.45
male,0,yes,72,yes,yes,fiber_optic,two_year,106.1
male,0,yes,45,yes,yes,dsl,two_year,73.85
male,0,yes,10,yes,no,dsl,one_year,49.55
female,0,no,66,yes,no,dsl,two_year,61.15
female,0,yes,12,yes,no,dsl,two_year,20.3
male,0,no,49,yes,no,fiber_optic,month-to-month,85.3
female,0,yes,69,yes,no,dsl,one_year,59.1
male,0,no,26,yes,no,fiber_optic,one_year,85.2
male,0,no,8,yes,yes,fiber_optic,month-to-month,74.85
female,0,yes,64,yes,yes,fiber_optic,one_year,92.85
male,0,no,39,yes,yes,dsl,two_year,53.85
male,0,no,72,no,no,dsl,two_year,65.55
male,0,no,1,yes,no,dsl,month-to-month,21.1
male,0,no,12,yes,no,dsl,month-to-month,74.15
female,1,no,34,yes,no,dsl,one_year,64.2
female,0,yes,34,yes,yes,fiber_optic,two_year,116.15
female,1,no,45,yes,yes,dsl,month-to-month,70.05
female,0,yes,1,yes,no,dsl,month-to-month,20.55
female,0,no,9,yes,no,fiber_optic,month-to-month,79.55
male,0,no,38,yes,no,dsl,one_year,20.1
male,0,no,49,yes,yes,fiber_optic,month-to-month,74.6
male,1,no,27,no,no,dsl,month-to-month,30.75
female,0,no,54,no,no,dsl,one_year,44.1
female,0,yes,20,yes,no,dsl,one_year,19.7
male,1,no,66,yes,yes,fiber_optic,month-to-month,100.05
male,1,no,65,yes,yes,fiber_optic,two_year,92.7
male,0,yes,51,yes,no,dsl,one_year,19.4
male,0,no,3,no,no,dsl,month-to-month,29.75
male,0,yes,4,yes,no,dsl,month-to-month,49.35
male,1,no,38,yes,yes,fiber_optic,month-to-month,102.6
female,0,no,41,yes,no,dsl,one_year,50.05
male,0,yes,10,yes,no,dsl,one_year,20.45
female,1,no,8,yes,yes,fiber_optic,month-to-month,80.65
male,0,no,28,yes,no,fiber_optic,one_year,91.25
male,0,yes,10,yes,yes,fiber_optic,month-to-month,95.2
male,0,no,46,no,no,dsl,one_year,33.7
male,0,no,52,yes,no,fiber_optic,one_year,105.0
female,0,no,60,yes,yes,fiber_optic,month-to-month,99.8
female,1,no,1,yes,no,fiber_optic,month-to-month,70.45
female,0,no,23,yes,yes,fiber_optic,month-to-month,90.15
male,0,no,6,no,no,dsl,month-to-month,30.5
male,0,yes,53,yes,yes,dsl,month-to-month,71.85
female,0,yes,10,yes,yes,dsl,two_year,26.1
female,1,no,2,yes,yes,fiber_optic,month-to-month,78.55
female,1,no,8,yes,no,fiber_optic,month-to-month,87.1
female,1,no,1,yes,yes,fiber_optic,month-to-month,90.6
male,0,no,57,no,no,dsl,month-to-month,53.75
female,0,no,7,yes,no,dsl,month-to-month,44.25
male,1,no,23,yes,no,fiber_optic,month-to-month,90.0
female,0,no,72,yes,yes,dsl,two_year,59.75
male,0,no,25,yes,no,fiber_optic,month-to-month,69.75
female,0,no,3,yes,no,dsl,month-to-month,19.6
male,1,no,41,yes,no,fiber_optic,month-to-month,94.55
female,0,no,2,no,no,dsl,month-to-month,51.4
male,0,no,2,yes,no,dsl,month-to-month,44.65
male,1,no,1,yes,no,dsl,month-to-month,20.05
female,0,no,48,yes,no,fiber_optic,two_year,102.5
female,0,no,61,yes,yes,fiber_optic,month-to-month,89.2
male,0,no,48,yes,no,dsl,two_year,20.15
male,0,no,44,yes,yes,fiber_optic,month-to-month,84.8
female,0,yes,58,yes,no,dsl,two_year,20.5
female,0,no,59,yes,yes,dsl,one_year,79.85
female,1,no,2,yes,no,fiber_optic,month-to-month,70.75
male,0,no,7,no,no,dsl,month-to-month,34.2
female,0,no,26,yes,yes,dsl,one_year,90.1
female,1,no,72,yes,yes,dsl,two_year,89.1
female,0,no,46,no,no,dsl,month-to-month,43.95
female,1,no,13,yes,no,fiber_optic,month-to-month,96.85
female,0,yes,67,yes,yes,dsl,two_year,69.9
female,0,yes,49,yes,no,dsl,two_year,20.45
female,0,no,10,yes,no,dsl,month-to-month,20.55
female,0,no,35,yes,no,dsl,month-to-month,62.1
female,0,yes,70,yes,yes,dsl,one_year,65.2
female,0,no,7,yes,no,dsl,month-to-month,19.3
male,0,yes,12,yes,no,dsl,two_year,21.05
male,0,no,7,yes,yes,fiber_optic,month-to-month,73.6
male,0,yes,22,yes,no,dsl,month-to-month,20.15
male,0,no,10,yes,no,dsl,one_year,19.5
female,0,no,12,yes,yes,fiber_optic,month-to-month,100.15
male,0,yes,60,yes,no,fiber_optic,one_year,90.95
female,0,yes,8,yes,no,dsl,month-to-month,45.45
female,0,no,2,yes,no,fiber_optic,month-to-month,70.7
male,0,no,49,yes,no,dsl,two_year,19.9
male,0,no,4,yes,no,dsl,month-to-month,19.85
female,0,no,1,yes,yes,fiber_optic,month-to-month,80.2
female,0,no,3,yes,yes,fiber_optic,month-to-month,75.1
male,0,no,44,yes,no,dsl,one_year,59.85
male,1,no,27,yes,yes,dsl,month-to-month,84.8
female,0,no,72,yes,yes,dsl,two_year,92.0
male,0,no,70,yes,no,fiber_optic,two_year,84.6
male,0,no,5,yes,yes,fiber_optic,month-to-month,96.55
female,0,no,1,no,no,dsl,month-to-month,34.7
male,1,yes,64,yes,yes,fiber_optic,two_year,111.6
female,0,yes,67,yes,yes,fiber_optic,one_year,106.6
male,0,yes,37,yes,no,dsl,two_year,61.45
female,0,no,3,yes,yes,dsl,month-to-month,50.65
male,0,no,66,yes,yes,fiber_optic,one_year,104.05
female,0,no,3,yes,no,fiber_optic,month-to-month,83.75
female,0,yes,24,yes,yes,fiber_optic,one_year,83.15
female,1,no,44,yes,yes,fiber_optic,month-to-month,104.15
female,0,no,18,yes,no,dsl,month-to-month,19.55
male,0,no,1,yes,no,fiber_optic,month-to-month,69.55
female,1,no,6,yes,no,fiber_optic,month-to-month,74.4
female,0,no,7,yes,no,fiber_optic,month-to-month,69.2
female,0,no,62,yes,yes,dsl,two_year,84.95
male,0,yes,72,yes,yes,dsl,two_year,88.7
male,1,no,72,yes,yes,fiber_optic,two_year,102.65
female,0,yes,14,yes,yes,fiber_optic,month-to-month,91.65
male,0,no,26,yes,no,dsl,one_year,19.8
female,0,no,3,yes,yes,fiber_optic,month-to-month,75.5
male,1,no,52,yes,yes,fiber_optic,month-to-month,104.2
female,0,no,25,no,no,dsl,month-to-month,34.0
male,0,yes,10,no,no,dsl,two_year,53.7
male,0,yes,28,yes,no,fiber_optic,month-to-month,74.9
female,1,no,2,yes,no,dsl,month-to-month,50.15
female,0,no,10,yes,yes,fiber_optic,month-to-month,100.6
female,0,yes,18,yes,yes,dsl,two_year,24.65
female,1,no,44,yes,no,dsl,one_year,74.85
male,0,no,17,yes,no,dsl,month-to-month,21.1
female,1,no,5,yes,yes,fiber_optic,month-to-month,81.0
female,0,no,1,yes,no,dsl,month-to-month,20.9
male,0,no,67,yes,yes,fiber_optic,two_year,93.15
male,1,no,46,yes,yes,fiber_optic,month-to-month,101.0
male,0,yes,9,yes,yes,fiber_optic,month-to-month,102.6
male,0,no,1,yes,no,dsl,month-to-month,20.15
female,0,no,4,no,no,dsl,month-to-month,24.25
female,1,no,41,yes,yes,fiber_optic,month-to-month,113.2
male,0,no,63,yes,no,fiber_optic,two_year,109.2
male,0,no,7,no,no,dsl,one_year,35.3
male,1,no,30,yes,yes,dsl,two_year,69.1
female,1,yes,59,yes,yes,fiber_optic,month-to-month,88.75
female,0,no,30,yes,no,dsl,month-to-month,48.8
female,1,no,4,yes,yes,fiber_optic,month-to-month,74.45
male,0,no,15,yes,yes,fiber_optic,month-to-month,103.45
female,0,yes,49,no,no,dsl,one_year,35.8
female,0,no,3,yes,no,fiber_optic,month-to-month,80.1
female,1,no,2,yes,no,fiber_optic,month-to-month,70.35
female,0,yes,41,yes,no,dsl,two_year,78.45
female,0,yes,46,yes,no,dsl,two_year,19.25
male,1,no,13,yes,no,dsl,month-to-month,59.9
female,0,no,48,yes,yes,dsl,one_year,24.35
female,0,no,21,yes,no,fiber_optic,month-to-month,90.05
male,0,no,29,yes,no,dsl,one_year,19.8
male,1,yes,1,yes,no,dsl,month-to-month,49.25
male,0,no,71,yes,yes,fiber_optic,one_year,109.6
female,0,no,33,yes,yes,fiber_optic,month-to-month,90.65
male,0,no,9,yes,no,dsl,month-to-month,64.95
female,1,no,31,yes,yes,fiber_optic,one_year,90.7
male,0,no,10,yes,no,fiber_optic,month-to-month,79.85
female,0,no,41,no,no,dsl,month-to-month,40.35
female,0,yes,60,yes,no,dsl,two_year,19.25
female,0,no,8,yes,no,dsl,two_year,20.25
male,0,no,70,yes,no,fiber_optic,two_year,101.0
male,0,yes,7,yes,no,fiber_optic,month-to-month,69.95
female,0,yes,72,yes,yes,fiber_optic,two_year,109.55
female,0,yes,19,yes,no,dsl,month-to-month,49.6
male,0,no,62,yes,no,dsl,one_year,74.3
male,0,yes,5,yes,no,dsl,month-to-month,48.65
male,0,no,51,no,no,dsl,month-to-month,44.45
female,0,no,18,yes,yes,fiber_optic,month-to-month,90.1
female,0,no,37,yes,no,fiber_optic,one_year,80.05
female,0,no,56,yes,no,fiber_optic,one_year,105.6
male,0,yes,1,yes,no,dsl,month-to-month,44.0
female,0,no,69,yes,no,dsl,two_year,61.45
female,0,no,8,yes,no,fiber_optic,month-to-month,80.1
male,0,no,31,yes,yes,fiber_optic,month-to-month,88.65
female,0,yes,5,yes,no,dsl,month-to-month,44.8
female,0,yes,49,yes,yes,dsl,two_year,79.3
female,0,no,47,yes,yes,dsl,two_year,74.05
male,1,no,24,no,no,dsl,month-to-month,39.1
male,1,no,57,yes,no,dsl,one_year,53.5
male,0,no,1,yes,no,dsl,month-to-month,20.25
male,0,no,65,yes,yes,fiber_optic,one_year,89.75
female,0,yes,65,yes,yes,fiber_optic,month-to-month,105.5
male,0,no,29,yes,yes,fiber_optic,month-to-month,80.15
male,0,no,10,yes,no,fiber_optic,month-to-month,95.1
female,0,no,4,yes,no,dsl,month-to-month,45.3
male,0,no,40,no,no,dsl,one_year,42.35
female,0,yes,24,yes,no,dsl,two_year,19.7
male,0,no,17,yes,yes,dsl,month-to-month,65.75
male,0,no,1,yes,no,dsl,month-to-month,44.05
male,0,yes,10,yes,no,dsl,one_year,19.95
male,0,no,5,yes,no,dsl,month-to-month,19.95
female,0,no,1,yes,no,fiber_optic,month-to-month,70.9
male,0,no,72,yes,yes,fiber_optic,two_year,115.15
male,0,yes,38,yes,yes,dsl,two_year,25.05
female,0,no,37,yes,yes,fiber_optic,month-to-month,100.3
male,0,no,52,yes,no,fiber_optic,month-to-month,84.1
male,0,yes,72,yes,yes,dsl,two_year,25.0
female,1,no,52,yes,yes,fiber_optic,one_year,106.5
female,0,yes,53,no,no,dsl,month-to-month,48.7
male,0,yes,50,yes,no,fiber_optic,one_year,103.4
female,0,no,4,yes,no,fiber_optic,month-to-month,70.05
male,0,no,72,yes,yes,dsl,two_year,79.55
female,0,no,14,yes,no,dsl,two_year,20.4
male,0,no,1,yes,no,fiber_optic,month-to-month,75.35
female,0,no,55,yes,yes,dsl,one_year,90.15
female,0,no,2,yes,no,fiber_optic,month-to-month,68.95
female,0,no,3,yes,no,fiber_optic,month-to-month,97.9
